263,15,Bedford  Hill,Phoenix,Nauru
264,191,Vincent  Walk,Kansas City,Germany
265,81,Virgil   Vale,San Francisco,Bangladesh
266,152,Blake  Pass,Innsbruck,Poland
267,70,Maple Pass,Portland,Cuba
268,130,Thorndike   Route,Salt Lake City,Saint Lucia
269,89,Blackall   Alley,St. Louis,Sierra Leone
270,110,English   Hill,Arlington,Iraq
271,120,Bellenden   Tunnel,Miami,Nauru
272,16,Biggerstaff   Crossroad,Atlanta,San Marino
273,143,Coalecroft  Crossroad,Richmond,Sierra Leone
274,14,Adderley   Pass,Fremont,Djibouti
275,103,Blackall   Rue,Minneapolis,Mali
276,104,Cam  Crossroad,Worcester,El Salvador
277,48,Callcott   Avenue,Venice,Bosnia and Herzegovina
278,163,Linda   Tunnel,Bakersfield,Lithuania
279,92,Carlton  Lane,Philadelphia,Saint Vincent and the Grenadines
280,8,Dutton   Lane,Murfreesboro,Poland
281,129,Apollo  Lane,Rochester,Brazil
282,142,Spruce Drive,San Diego,Australia
283,162,Coleman  Tunnel,Milano,Nicaragua
284,153,Littlebury  Lane,Lincoln,Lithuania
285,72,Geary   Way,Irving,Costa Rica
286,186,Bond Walk,Kansas City,Grenada
287,98,Gate   Boulevard,Philadelphia,Mongolia
288,89,Cedarne  Boulevard,Paris,Tuvalu
289,193,Becklow  Pass,El Paso,Central African Republic
290,20,Underwood  Grove,Lakewood,Armenia
291,24,Aylward   Crossroad,San Diego,Ecuador
292,6,Wakley   Tunnel,Worcester,Uganda
293,144,Heritage Pass,Oakland,Burkina Faso
294,92,Coborn  Grove,Stockton,The Bahamas
295,146,Clere  Pass,Sacramento,Nicaragua
296,120,Chantry   Pass,Murfreesboro,Eritrea
297,125,Castle Lane,Portland,Nauru
298,74,South Pass,Rome,Pakistan
299,57,Bicknell  Pass,Zurich,Brunei
300,184,Jackson Road,Laredo,Portugal
301,9,Queen Boulevard,Washington,Cameroon
302,100,Argyle  Street,San Diego,Japan
303,30,Jackson Pass,Fayetteville,Saint Kitts and Nevis
304,30,Ernest  Lane,Las Vegas,Ecuador
305,196,Tilloch   Lane,Colorado Springs,Mauritius
306,188,Chester      Route,Bucharest,Djibouti
307,116,Aspen Hill,Portland,Vanuatu
308,147,Ashley Way,Paris,Colombia
309,194,Ashley Street,Colorado Springs,Canada
310,174,Ellerslie Rue,Denver,Tunisia
311,162,Railroad Alley,Portland,Barbados
312,149,Besson  Avenue,Wien,Barbados
313,118,Blanchard  Street,Chicago,Guinea-Bissau
314,60,Edwin   Lane,Saint Paul,Dominican Republic
315,175,Victoria Rise Pass,Prague,Mongolia
316,141,Egerton  Alley,Saint Paul,Tuvalu
317,177,Balfe   Street,Chicago,Mauritius
318,96,Bicknell  Pass,Henderson,Uzbekistan
319,145,Commercial  Hill,Chicago,Belgium
320,189,Birkin   Pass,Anaheim,United Arab Emirates
321,8,Garfield Road,Phoenix,Laos
322,64,Coleman  Boulevard,Miami,Nicaragua
323,129,Fairholt   Lane,Irving,Mozambique
324,67,Apollo  Pass,Boston,Bolivia
325,103,King Walk,Lakewood,Japan
326,24,Bective  Tunnel,Bakersfield,Myanmar
327,128,Adelaide  Avenue,Reno,Ecuador
328,145,Parkfields Hill,Glendale,Sweden
329,23,Abbotswell  Boulevard,Henderson,Palau
330,165,Edwin   Lane,Irving,Romania
331,30,King Edward  Avenue,Amarillo,Bhutan
332,193,Camdenhurst   Vale,Huntsville,Tunisia
333,76,Enderby   Street,Milwaukee,Yemen
334,54,Blackheath   Street,Washington,Georgia
335,26,Central  Lane,Tallahassee,Senegal
336,10,West Way,Baltimore,Thailand
337,58,Blore  Way,San Antonio,Honduras
338,62,Bigland  Hill,Zurich,Armenia
339,68,Dutton   Way,Washington,Senegal
340,2,Capeners  Tunnel,Jacksonville,Libya
341,80,Clere  Hill,Worcester,Antigua and Barbuda
342,182,Udall   Tunnel,Madrid,Angola
343,38,Arline    Route,Lyon,Italy
344,66,Lexington Grove,Jacksonville,India
345,81,Gatonby   Crossroad,Venice,Ghana
346,21,Geary   Hill,Reno,The Bahamas
347,161,Cleveland  Crossroad,Bucharest,Eritrea
348,133,Bolton  Road,Dallas,Vatican City
349,175,Fawn Vale,Milwaukee,Guinea
350,120,Liverpool  Way,Bakersfield,Italy
351,99,Waldram Park  Avenue,Los Angeles,Serbia
352,103,Balfour    Way,Glendale,The Gambia
353,59,Bigland  Avenue,Glendale,Eritrea
354,136,Apsley    Route,Atlanta,Senegal
355,168,Rosewood Walk,Louisville,Antigua and Barbuda
356,156,Collent   Crossroad,Jacksonville,Guatemala
357,91,Besson  Avenue,Chicago,The Gambia
358,195,Jackson Vale,Columbus,Sao Tome and Principe
359,182,Wadham  Street,Scottsdale,The Gambia
360,2,Egerton  Boulevard,Murfreesboro,Tajikistan
361,147,Apostle  Alley,New Orleans,Tuvalu
362,197,Coborn  Alley,Omaha,Costa Rica
363,157,Beaconsfield  Crossroad,Otawa,Afghanistan
364,58,West Road,Santa Ana,Rwanda
365,132,Longleigh   Walk,Oklahoma City,Cameroon
366,192,Calshot   Street,Seattle,Botswana
367,136,Arbutus   Boulevard,Tallahassee,Slovenia
368,37,Adderley   Lane,Bakersfield,Malawi
369,184,Sherwood  Hill,Hollywood,Saint Kitts and Nevis
370,196,Oxford Avenue,Hollywood,Malaysia
371,124,Coborn  Hill,Hollywood,Uganda
372,1,Bayberry Way,Honolulu,Sudan
373,132,Bigland  Pass,Valetta,Indonesia
374,74,Geary   Hill,Escondido,Trinidad and Tobago
375,78,Angela   Drive,Cincinnati,Costa Rica
376,143,Chamberlain  Walk,St. Louis,France
377,184,Armory  Street,Lancaster,Rwanda
378,125,Gatonby   Boulevard,Indianapolis,Serbia
379,139,Blackwall  Road,Irving,Croatia
380,11,Central  Vale,Lincoln,Estonia
381,73,Abbotswell  Street,Worcester,Bhutan
382,33,Sherlock   Walk,London,Micronesia
383,171,Sundown Tunnel,Salem,Comoros
384,163,Shepherds  Alley,Lakewood,United Kingdom
385,97,Chelsea Manor  Vale,Honolulu,Burkina Faso
386,16,Marischal  Tunnel,Washington,Senegal
387,95,Wake  Pass,Orlando,Benin
388,91,Abourne   Way,Innsbruck,Mongolia
389,105,Pine Drive,Nashville,Belize
390,0,Jackson Walk,Bellevue,Kazakhstan
391,79,Yoakley Tunnel,Moreno Valley,Vatican City
392,15,King Edward  Boulevard,San Bernardino,Iraq
393,150,Bush  Avenue,Hayward,Laos
394,175,Blackpool  Crossroad,Amarillo,India
395,33,Dutton   Crossroad,Oklahoma City,Peru
396,82,Collins  Walk,Zurich,Burkina Faso
397,13,Dunton  Vale,Los Angeles,Guinea-Bissau
398,67,Chesterfield  Drive,Stockton,Australia
399,25,Collins  Walk,Fullerton,Costa Rica
400,142,Bekesbourne   Vale,Phoenix,France
401,11,Biggerstaff   Crossroad,Stockton,Trinidad and Tobago
402,73,Cleaver Walk,Las Vegas,Sweden
403,147,Cleveland  Drive,Fort Lauderdale,Oman
404,30,Sundown Pass,Sacramento,Romania
405,37,Blackpool  Pass,Cincinnati,Thailand
406,165,Thomas More   Lane,Honolulu,Seychelles
407,164,Westcott  Vale,Otawa,France
408,175,Betton  Road,Washington,Niger
409,11,Adderley   Road,Laredo,Papua New Guinea
410,122,East Way,Prague,Taiwan
411,3,Howard Avenue,London,Papua New Guinea
412,21,St. Pauls  Vale,Kansas City,Luxembourg
413,23,Camdenhurst   Lane,New York,Singapore
414,106,Meadow Tunnel,Madison,Ecuador
415,86,Castlereagh   Grove,Philadelphia,Zimbabwe
416,57,Ben   Hill,Jersey City,United Kingdom
417,87,Victorian  Vale,Springfield,Cuba
418,196,Clissold  Pass,Albuquerque,Chad
419,80,Walnut Walk,Los Angeles,Hungary
420,134,Maple Vale,Wien,Monaco
421,48,Queensberry  Vale,San Jose,Fiji
422,66,Coalecroft  Way,Fort Lauderdale,Canada
423,36,Caxton  Lane,Honolulu,Central African Republic
424,103,Fieldstone Avenue,San Bernardino,Iceland
425,159,Norfolk  Road,Charlotte,Sweden
426,172,Durweston   Rue,Rochester,Israel
427,56,Camera  Avenue,St. Louis,Malawi
428,60,Udall   Pass,San Jose,Burkina Faso
429,115,Berriman  Way,Milwaukee,Mongolia
430,93,Emden   Lane,Worcester,Guinea-Bissau
431,89,Bellenden   Tunnel,Charlotte,Central African Republic
432,125,Sheringham   Tunnel,Miami,Cabo Verde
433,90,Timothy  Grove,San Diego,Paraguay
434,76,Dunstans  Way,Glendale,"Congo, Republic of the"
435,16,Thurloe   Alley,Fort Lauderdale,Chad
436,134,Wake  Road,San Diego,Papua New Guinea
437,39,Becher  Vale,Lisbon,Switzerland
438,150,Castile  Hill,Richmond,Haiti
439,41,Dunstable   Boulevard,Albuquerque,Mauritius
440,173,Marina  Alley,Henderson,Kuwait
441,2,Rivervalley Alley,Los Angeles,Djibouti
442,197,Dunstans  Vale,Seattle,Papua New Guinea
443,129,Antrobus   Rue,Norfolk,Malta
444,97,Bekesbourne   Route,Indianapolis,Central African Republic
445,169,Queen Grove,San Jose,Laos
446,178,Chamberlain  Crossroad,Lakewood,Portugal
447,195,Ensign   Lane,Omaha,Taiwan
448,27,Gatonby   Route,Venice,Guatemala
449,60,Coalecroft  Street,Phoenix,Samoa
450,25,Victoria Rise Boulevard,Jersey City,Peru
451,56,East Way,Norfolk,Maldives
452,24,Collins  Rue,Toledo,Canada
453,167,Caroline  Tunnel,Pittsburgh,Tajikistan
454,146,Clarks  Vale,Murfreesboro,Estonia
455,120,Clarks  Grove,Garland,Togo
456,88,Calderwood   Pass,Lancaster,Eritrea
457,79,Pine Way,Bakersfield,Slovenia
458,134,Badric  Lane,Indianapolis,Ecuador
459,103,Parkfields Boulevard,Houston,United Kingdom
460,141,Camley   Avenue,Paris,The Gambia
461,185,Apothecary   Walk,Valetta,Cabo Verde
462,16,College  Boulevard,Henderson,"Sudan, South"
463,83,Spruce Alley,Worcester,Samoa
464,3,Bond Vale,Escondido,Kenya
465,92,Arthur  Rue,Laredo,Jamaica
466,80,Kimberley  Rue,Hollywood,Guatemala
467,58,Parkfields Hill,San Diego,Luxembourg
468,6,Rosewood Street,Charlotte,Lesotho
469,164,Beaconsfield  Walk,Prague,Mauritania
470,133,Blackheath  Pass,Las Vegas,"Korea, South"
471,144,Bond Street,Zurich,South Africa
472,127,Victoria  Way,Toledo,Czech Republic
473,36,Wakley   Route,Hollywood,Serbia
474,42,Apostle  Avenue,Hollywood,Greece
475,2,Carol   Tunnel,Fullerton,Bahrain
476,106,Rosewood Drive,Jersey City,Lebanon
477,54,Sheffield Pass,Otawa,Trinidad and Tobago
478,61,Wake  Street,Fullerton,Qatar
479,73,Cheltenham  Alley,Denver,Guatemala
480,131,Queen Walk,Minneapolis,Zambia
481,79,Norfolk  Pass,Albuquerque,Argentina
482,186,Cave   Tunnel,Zurich,Macedonia
483,26,Timothy  Route,Indianapolis,Comoros
484,1,Colombo   Rue,Worcester,Georgia
485,46,Caedmon  Hill,Milwaukee,Liberia
486,130,Bingham   Alley,Hayward,Ecuador
487,193,Cliffords  Way,Rome,Montenegro
488,131,Elgood   Avenue,Louisville,China
489,111,Kilner   Crossroad,New York,Côte d’Ivoire
490,132,Boleyn  Rue,Bridgeport,Iceland
491,43,Fairholt   Street,Jersey City,China
492,70,Coborn  Rue,Portland,Jordan
493,50,Virginia Grove,Quebec,Georgia
494,83,Eaglet  Crossroad,Laredo,Togo
495,115,Aberavon  Tunnel,Toledo,Rwanda
496,103,Yorkshire  Rue,Boston,Mexico
497,138,Linda Lane Grove,Pittsburgh,Switzerland
498,12,Gautrey  Route,Lincoln,Paraguay
499,120,Aspen Rue,Baltimore,Colombia
500,180,Cam  Crossroad,San Antonio,Slovenia
